"year","species_group_code","species_group_name","conf_flag","catch_mt"
"2009","THDS","GOA Thornyhead Rockfish",0,510.904
"2009","USKT","GOA Skate, Other",0,1435.068
"2010","AMCK","Atka Mackerel",0,2417.6091380519
"2010","ARTH","Arrowtooth Flounder",0,24339.6191958309
"2010","BSKT","GOA Skate, Big",0,2383.7976802529
"2010","DFL4","GOA Deep Water Flatfish",0,539.2473194773
"2010","FSOL","Flathead Sole",0,3902.8989699692
"2010","LSKT","GOA Skate, Longnose",0,974.1295320972
"2010","NORK","Northern Rockfish",0,3902.3630671333
"2010","OTHR","Other Species",0,1831.9891409577
"2010","PCOD","Pacific Cod",0,76954.1545000845
"2010","PEL7","GOA Pelagic Shelf Rockfish",0,3048.8461716117
"2010","PLCK","Pollock",0,73443.3843008119
"2010","POPA","Pacific Ocean Perch",0,13689.7697577539
"2010","REXS","GOA Rex Sole",0,3667.8660385755
"2010","REYE","Rougheye Rockfish",0,299.5751828893
"2010","ROCK","Other Rockfish",0,796.5747154299
"2010","SABL","Sablefish",0,5865.9854455803
"2010","SFL1","GOA Shallow Water Flatfish",0,5826.8845353657
"2010","SRKR","Shortraker Rockfish",0,202.9784667108
"2010","THDS","GOA Thornyhead Rockfish",0,417.4284848854
"2010","USKT","GOA Skate, Other",0,1412.6394353575
"2011","AMCK","Atka Mackerel",0,1614.5461413988
"2011","ARTH","Arrowtooth Flounder",0,30912.282327179
"2011","BSKT","GOA Skate, Big",0,2219.3145374693
"2011","DFL4","GOA Deep Water Flatfish",0,459.2547538647
"2011","FSOL","Flathead Sole",0,2731.2789734566
"2011","LSKT","GOA Skate, Longnose",0,968.1373284806
"2011","NORK","Northern Rockfish",0,3443.9287178659
"2011","OCTP","Octopus",0,948.9709379874
"2011","PCOD","Pacific Cod",0,83710.4754714072
"2011","PEL7","GOA Pelagic Shelf Rockfish",0,2479.7603895013
"2011","PLCK","Pollock",0,77694.4796321538
"2011","POPA","Pacific Ocean Perch",0,12351.9693745362
"2011","REXS","GOA Rex Sole",0,2876.4970376179
"2011","REYE","Rougheye Rockfish",0,397.3003669682
"2011","ROCK","Other Rockfish",0,693.174401375
"2011","SABL","Sablefish",0,6316.48822604
"2011","SCLP","Sculpin",0,760.0590318563
"2011","SFL1","GOA Shallow Water Flatfish",0,3995.8368088568
"2011","SQID","Squid",0,228.4877210989
"2011","SRKR","Shortraker Rockfish",0,338.2044962651
"2011","THDS","GOA Thornyhead Rockfish",0,461.9361999961
"2011","USKT","BSAI Skate and GOA Skate, Other",0,1321.6997462972
"2011","USRK","Shark",0,290.314602094
"2012","AMCK","Atka Mackerel",0,1187.7330191648
"2012","ARTH","Arrowtooth Flounder",0,20762.1065113069
"2012","BSKT","GOA Skate, Big",0,1967.2240611169
"2012","DFL4","GOA Deep Water Flatfish",0,258.0626050325
"2012","DUSK","GOA Dusky Rockfish",0,4002.2585669499
"2012","FSOL","Flathead Sole",0,2167.0371344293
"2012","LSKT","GOA Skate, Longnose",0,840.7986568262
"2012","NORK","Northern Rockfish",0,5077.0064430065
"2012","OCTP","Octopus",0,416.910605333
"2012","PCOD","Pacific Cod",0,76871.1099293872
"2012","PLCK","Pollock",0,98934.6913060536
"2012","POPA","Pacific Ocean Perch",0,13232.4727511128
"2012","REXS","GOA Rex Sole",0,2443.1989326231
"2012","REYE","Rougheye Rockfish",0,408.5797438268
"2012","ROCK","Other Rockfish",0,979.5588567733
"2012","SABL","Sablefish",0,6680.5840999495
"2012","SCLP","Sculpin",0,790.4455132652
"2012","SFL1","GOA Shallow Water Flatfish",0,4012.900691115
"2012","SQID","Squid",0,16.4737128963
"2012","SRKR","Shortraker Rockfish",0,431.6367441405
"2012","THDS","GOA Thornyhead Rockfish",0,516.9302574894
"2012","USKT","BSAI Skate and GOA Skate, Other",0,1103.3999089447
"2012","USRK","Shark",0,413.7947706654
"2013","AMCK","Atka Mackerel",0,1277.0704606828
"2013","ARTH","Arrowtooth Flounder",0,21809.3124154034
"2013","BSKT","GOA Skate, Big",0,2442.0463836669
"2013","DFL4","GOA Deep Water Flatfish",0,232.5259639257
"2013","DUSK","GOA Dusky Rockfish",0,3146.2916745647
"2013","FSOL","Flathead Sole",0,2818.4910709298
"2013","HLBT","Halibut",0,14115.3799531117
"2013","LSKT","GOA Skate, Longnose",0,1353.7526793738
"2013","NORK","Northern Rockfish",0,4879.2848117295
"2013","OCTP","Octopus",0,412.3811422869
"2013","PCOD","Pacific Cod",0,66829.7816068093
"2013","PLCK","Pollock",0,90796.631602089
"2013","POPA","Pacific Ocean Perch",0,11644.6402395131
"2013","REXS","GOA Rex Sole",0,3699.6302665417
"2013","REYE","Rougheye Rockfish",0,400.4353230015
"2013","ROCK","Other Rockfish",0,679.9386796957
"2013","SABL","Sablefish",0,6545.3969226938
"2013","SCLP","Sculpin",0,1731.0331693948
"2013","SFL1","GOA Shallow Water Flatfish",0,5516.6035949689
"2013","SQID","Squid",0,319.1876788665
"2013","SRKR","Shortraker Rockfish",0,517.1330970029
"2013","THDS","GOA Thornyhead Rockfish",0,811.57385855
"2013","USKT","BSAI Skate and GOA Skate, Other",0,1709.4913859263
"2013","USRK","Shark",0,1511.8049550022
"2014","AMCK","Atka Mackerel",0,1041.7223061455
"2014","ARTH","Arrowtooth Flounder",0,36525.7964843729
"2014","BSKT","GOA Skate, Big",0,1555.2918533635
"2014","DFL4","GOA Deep Water Flatfish",0,345.6736239102
"2014","DUSK","GOA Dusky Rockfish",0,2970.5997187502
"2014","FSOL","Flathead Sole",0,2555.8742361342
"2014","HLBT","Halibut",0,8640.070924022
"2014","LSKT","GOA Skate, Longnose",0,1218.3815988729
"2014","NORK","Northern Rockfish",0,4278.2316331438
"2014","OCTP","Octopus",0,1304.5786706486
"2014","PCOD","Pacific Cod",0,83491.7282263605
"2014","PLCK","Pollock",0,138948.062002689
"2014","POPA","Pacific Ocean Perch",0,15840.6865488893
"2014","REXS","GOA Rex Sole",0,3575.7872142542
"2014","REYE","Rougheye Rockfish",0,577.3488634331
"2014","ROCK","Other Rockfish",0,889.8004138708
"2014","SABL","Sablefish",0,5930.5077109867
"2014","SCLP","Sculpin",0,1186.0036645292
"2014","SFL1","GOA Shallow Water Flatfish",0,4737.205021584
"2014","SQID","Squid",0,91.7210212986
"2014","SRKR","Shortraker Rockfish",0,446.1459757384
"2014","THDS","GOA Thornyhead Rockfish",0,899.4806941865
"2014","USKT","BSAI Skate and GOA Skate, Other",0,1667.0111490056
"2014","USRK","Shark",0,1044.4249836522
"2015","AMCK","Atka Mackerel",0,1217.8253751288
"2015","ARTH","Arrowtooth Flounder",0,19296.6901261519
"2015","BSKT","GOA Skate, Big",0,1446.724170276
"2015","DFL4","GOA Deep Water Flatfish",0,250.3890439262
"2015","DUSK","GOA Dusky Rockfish",0,2772.4615117179
"2015","FSOL","Flathead Sole",0,2000.6763496617
"2015","HLBT","Halibut",0,8783.3968508974
"2015","LSKT","GOA Skate, Longnose",0,1310.4239906074
"2015","NORK","Northern Rockfish",0,3944.5536234907
"2015","OCTP","Octopus",0,962.0116448261
"2015","PCOD","Pacific Cod",0,77689.9919282298
"2015","PLCK","Pollock",0,162807.645940591
"2015","POPA","Pacific Ocean Perch",0,16752.0808724135
"2015","REXS","GOA Rex Sole",0,1957.3077196453
"2015","REYE","Rougheye Rockfish",0,408.9346357756
"2015","ROCK","Other Rockfish",0,1056.10099867
"2015","SABL","Sablefish",0,5623.6695749787
"2015","SCLP","Sculpin",0,1010.45879989
"2015","SFL1","GOA Shallow Water Flatfish",0,3355.4652034999
"2015","SQID","Squid",0,408.9416497571
"2015","SRKR","Shortraker Rockfish",0,332.3331324348
"2015","THDS","GOA Thornyhead Rockfish",0,797.8158184195
"2015","USKT","BSAI Skate and GOA Skate, Other",0,1603.1653839931
"2015","USRK","Shark",0,997.0214612932
"2016","AMCK","Atka Mackerel",0,1092.9010948529
"2016","ARTH","Arrowtooth Flounder",0,19976.3430659122
"2016","BSKT","GOA Skate, Big",0,2021.4238601737
"2016","DFL4","GOA Deep Water Flatfish",0,223.9619666522
"2016","DUSK","GOA Dusky Rockfish",0,3311.6643033746
"2016","FSOL","Flathead Sole",0,2419.3939047627
"2016","HLBT","Halibut",0,8222.5148032209
"2016","LSKT","GOA Skate, Longnose",0,1043.5298435784
"2016","NORK","Northern Rockfish",0,3433.9938126132
"2016","OCTP","Octopus",0,384.427778171
"2016","PCOD","Pacific Cod",0,62867.3275181654
"2016","PLCK","Pollock",0,173086.352447733
"2016","POPA","Pacific Ocean Perch",0,20207.8591675284
"2016","REXS","GOA Rex Sole",0,1746.4267990755
"2016","REYE","Rougheye Rockfish",0,565.5154572387
"2016","ROCK","Other Rockfish",0,1184.7205149656
"2016","SABL","Sablefish",0,5246.5307456148
"2016","SCLP","Sculpin",0,1316.902771096
"2016","SFL1","GOA Shallow Water Flatfish",0,3804.5511648918
"2016","SQID","Squid",0,238.3049365761
"2016","SRKR","Shortraker Rockfish",0,544.6919081343
"2016","THDS","GOA Thornyhead Rockfish",0,889.7787117043
"2016","USKT","BSAI Skate and GOA Skate, Other",0,1483.063601495
"2016","USRK","Shark",0,1315.2998056019
"2017","AMCK","Atka Mackerel",0,1074.6315557182
"2017","ARTH","Arrowtooth Flounder",0,27053.508967652
"2017","BSKT","GOA Skate, Big",0,1646.6076014507
"2017","DFL4","GOA Deep Water Flatfish",0,252.8750585323
"2017","DUSK","GOA Dusky Rockfish",0,2595.2358595769
"2017","FSOL","Flathead Sole",0,2050.3423328191
"2017","HLBT","Halibut",0,8475.5204491469
"2017","LSKT","GOA Skate, Longnose",0,955.158448461
"2017","NORK","Northern Rockfish",0,1835.0952221533
"2017","OCTP","Octopus",0,231.0107960937
"2017","PCOD","Pacific Cod",0,48204.2145600561
"2017","PLCK","Pollock",0,184220.028612071
"2017","POPA","Pacific Ocean Perch",0,21103.5741054778
"2017","REXS","GOA Rex Sole",0,1481.7878011293
"2017","REYE","Rougheye Rockfish",0,379.1886093368
"2017","ROCK","Other Rockfish",0,998.4993604891
"2017","SABL","Sablefish",0,6018.9024641633
"2017","SCLP","Sculpin",0,1369.1185208557
"2017","SFL1","GOA Shallow Water Flatfish",0,2574.279289861
"2017","SQID","Squid",0,37.0418859504
"2017","SRKR","Shortraker Rockfish",0,317.3596875763
"2017","THDS","GOA Thornyhead Rockfish",0,753.9199621812
"2017","USKT","BSAI Skate and GOA Skate, Other",0,1536.8446765428
"2017","USRK","Shark",0,1025.79741507
"2018","AMCK","Atka Mackerel",0,1437.7102037221
"2018","ARTH","Arrowtooth Flounder",0,18870.2587078913
"2018","BSKT","GOA Skate, Big",0,1231.3590312558
"2018","DFL4","GOA Deep Water Flatfish",0,174.605615789
"2018","DUSK","GOA Dusky Rockfish",0,2893.1153082797
"2018","FSOL","Flathead Sole",0,2201.9138538565
"2018","HLBT","Halibut",0,6915.5486448605
"2018","LSKT","GOA Skate, Longnose",0,649.5396388688
"2018","NORK","Northern Rockfish",0,2358.7904024326
"2018","OCTP","Octopus",0,203.5591919424
"2018","PCOD","Pacific Cod",0,14681.2982844291
"2018","PLCK","Pollock",0,150815.31564292
"2018","POPA","Pacific Ocean Perch",0,21384.5311941449
"2018","REXS","GOA Rex Sole",0,1747.7859125385
"2018","REYE","Rougheye Rockfish",0,518.9148928713
"2018","ROCK","Other Rockfish",0,1037.294713616
"2018","SABL","Sablefish",0,7167.3569313284
"2018","SCLP","Sculpin",0,583.4977377664
"2018","SFL1","GOA Shallow Water Flatfish",0,2757.3926392356
"2018","SQID","Squid",0,38.3049494383
"2018","SRKR","Shortraker Rockfish",0,350.6672941002
"2018","THDS","GOA Thornyhead Rockfish",0,856.3236574295
"2018","USKT","BSAI Skate and GOA Skate, Other",0,599.3632384156
"2018","USRK","Shark",0,1542.3755046972
"2019","AMCK","Atka Mackerel",0,1254.3738532803
"2019","ARTH","Arrowtooth Flounder",0,24567.4044473616
"2019","BSKT","GOA Skate, Big",0,1248.6976392995
"2019","DFL4","GOA Deep Water Flatfish",0,98.3221123776
"2019","DUSK","GOA Dusky Rockfish",0,2394.1963508733
"2019","FSOL","Flathead Sole",0,2667.4815976454
"2019","HLBT","Halibut",0,7097.1028611015
"2019","LSKT","GOA Skate, Longnose",0,690.5983073615
"2019","NORK","Northern Rockfish",0,2748.1592723142
"2019","OCTP","Octopus",0,333.3510558126
"2019","PCOD","Pacific Cod",0,15200.4205463599
"2019","PLCK","Pollock",0,110649.271510068
"2019","POPA","Pacific Ocean Perch",0,22182.6636701639
"2019","REXS","GOA Rex Sole",0,1610.0216500791
"2019","REYE","Rougheye Rockfish",0,541.4475020464
"2019","ROCK","Other Rockfish",0,692.5685024802
"2019","SABL","Sablefish",0,7812.8647708189
"2019","SCLP","Sculpin",0,634.9627745041
"2019","SFL1","GOA Shallow Water Flatfish",0,2865.3369035269
"2019","SRKR","Shortraker Rockfish",0,337.5003527053
"2019","THDS","GOA Thornyhead Rockfish",0,499.8126322989
"2019","USKT","BSAI Skate and GOA Skate, Other",0,760.4197852242
"2019","USRK","Shark",0,1059.4211273778
"2020","AMCK","Atka Mackerel",0,607.6438580628
"2020","ARTH","Arrowtooth Flounder",0,21115.9764815363
"2020","BSKT","GOA Skate, Big",0,842.4541750485
"2020","DFL4","GOA Deep Water Flatfish",0,99.5503886792
"2020","DUSK","GOA Dusky Rockfish",0,2114.4472401531
"2020","FSOL","Flathead Sole",0,1911.3303606631
"2020","HLBT","Halibut",0,5514.6712761464
"2020","LSKT","GOA Skate, Longnose",0,383.8723804031
"2020","NORK","Northern Rockfish",0,2384.9172000473
"2020","OCTP","Octopus",0,77.0490107145
"2020","PCOD","Pacific Cod",0,6085.3495954439
"2020","PLCK","Pollock",0,99971.064968016
"2020","POPA","Pacific Ocean Perch",0,23724.8784221139
"2020","REXS","GOA Rex Sole",0,1237.4106341176
"2020","REYE","Rougheye Rockfish",0,190.7734441956
"2020","ROCK","Other Rockfish",0,652.5341581954
"2020","SABL","Sablefish",0,7502.6802992402
"2020","SCLP","Sculpin",0,543.8795954843
"2020","SFL1","GOA Shallow Water Flatfish",0,4359.904943077
"2020","SRKR","Shortraker Rockfish",0,197.5597034385
"2020","THDS","GOA Thornyhead Rockfish",0,255.353756184
"2020","USKT","BSAI Skate and GOA Skate, Other",0,275.7116184062
"2020","USRK","Shark",0,730.6051073688
"2021","AMCK","Atka Mackerel",0,939.325096141
"2021","ARTH","Arrowtooth Flounder",0,9846.4353958698
"2021","BSKT","GOA Skate, Big",0,555.3509149667
"2021","DFL4","GOA Deep Water Flatfish",0,83.8344931073
"2021","DUSK","GOA Dusky Rockfish",0,2897.3363616423
"2021","FSOL","Flathead Sole",0,707.0780320568
"2021","HLBT","Halibut",0,6111.0334758205
"2021","LSKT","GOA Skate, Longnose",0,562.2961380034
"2021","NORK","Northern Rockfish",0,2376.492255029
"2021","OCTP","Octopus",0,53.6965165453
"2021","PCOD","Pacific Cod",0,18686.8986170852
"2021","PLCK","Pollock",0,93869.8587795033
"2021","POPA","Pacific Ocean Perch",0,27237.551634616
"2021","REXS","GOA Rex Sole",0,299.4951434621
"2021","REYE","Rougheye Rockfish",0,203.7410727049
"2021","ROCK","Other Rockfish",0,1053.7688918705
"2021","SABL","Sablefish",0,9318.5576488888
"2021","SFL1","GOA Shallow Water Flatfish",0,1851.8800976706
"2021","SRKR","Shortraker Rockfish",0,217.9042750381
"2021","THDS","GOA Thornyhead Rockfish",0,143.2171893662
"2021","USKT","BSAI Skate and GOA Skate, Other",0,536.3248654959
"2021","USRK","Shark",0,973.5832567696
"2022","AMCK","Atka Mackerel",0,879.66486865
"2022","ARTH","Arrowtooth Flounder",0,11531.8434173434
"2022","BSKT","GOA Skate, Big",0,943.8159985415
"2022","DFL4","GOA Deep Water Flatfish",0,121.2519730655
"2022","DUSK","GOA Dusky Rockfish",0,2579.1915126476
"2022","FSOL","Flathead Sole",0,563.4499736525
"2022","HLBT","Halibut",0,6961.6724770133
"2022","LSKT","GOA Skate, Longnose",0,583.5406874053
"2022","NORK","Northern Rockfish",0,1898.4821976097
"2022","OCTP","Octopus",0,146.404706439
"2022","PCOD","Pacific Cod",0,25387.9969964596
"2022","PLCK","Pollock",0,123493.842143941
"2022","POPA","Pacific Ocean Perch",0,28085.4413036243
"2022","REXS","GOA Rex Sole",0,695.4192709081
"2022","REYE","Rougheye Rockfish",0,281.7225375285
"2022","ROCK","Other Rockfish",0,1163.3123726392
"2022","SABL","Sablefish",0,11192.7407027183
"2022","SFL1","GOA Shallow Water Flatfish",0,1298.4155552319
"2022","SRKR","Shortraker Rockfish",0,299.7665014159
"2022","THDS","GOA Thornyhead Rockfish",0,282.7124880331
"2022","USKT","BSAI Skate and GOA Skate, Other",0,787.5522406938
"2022","USRK","Shark",0,1085.1393189674
"2023","AMCK","Atka Mackerel",0,462.5799769414
"2023","ARTH","Arrowtooth Flounder",0,9095.5957335192
"2023","BSKT","GOA Skate, Big",0,1038.4034764103
"2023","DFL4","GOA Deep Water Flatfish",0,96.3958052826
"2023","DUSK","GOA Dusky Rockfish",0,3487.371240091
"2023","FSOL","Flathead Sole",0,468.8473069571
"2023","HLBT","Halibut",0,6320.0502808587
"2023","LSKT","GOA Skate, Longnose",0,536.1550484158
"2023","NORK","Northern Rockfish",0,1325.1021891213
"2023","OCTP","Octopus",0,183.0057508807
"2023","PCOD","Pacific Cod",0,21013.8478456535
"2023","PLCK","Pollock",0,124964.716612955
"2023","POPA","Pacific Ocean Perch",0,28397.7945535999
"2023","REXS","GOA Rex Sole",0,410.2171102182
"2023","REYE","Rougheye Rockfish",0,258.7113887571
"2023","ROCK","Other Rockfish",0,989.7051734989
"2023","SABL","Sablefish",0,9245.8917550819
"2023","SFL1","GOA Shallow Water Flatfish",0,1003.7579057303
"2023","SRKR","Shortraker Rockfish",0,283.211541044
"2023","THDS","GOA Thornyhead Rockfish",0,150.1361765971
"2023","USKT","BSAI Skate and GOA Skate, Other",0,500.7291803946
"2023","USRK","Shark",0,691.4072931884
